split_label,dataset_id,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,governance_system_id,baseline_system_id,metric,governance_value,baseline_value,delta,delta_hash
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,single_model,unsafe_acceptance_rate,0.0,0.0,0.0,8aaf1c38f28acf264f57c1f4277fc4ba14e24938df465a2e5f1d12f4099d8a77
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,single_model,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,53071121798854df0983c622609ddffa01198af2285115d6d2c5aff0c0f223f3
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,single_model,technical_failure_rate,0.0,0.0,0.0,7353d160436d00773ff522fb40c31fc4a0ecef640bbb0e4cd74352f497c2fbea
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,mean_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,a70b93ee2ec9fd5f2f9bb7a03aec6a551b51af3afd98f94ab84d80b17907ad19
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,mean_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,dbcb5c1fe35c8498baa386d6d5b466eab323829a941b49142b0a0f8735988212
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,mean_ensemble,unsafe_acceptance_rate,0.0,0.0,0.0,e794e7668e1fdf33405f86f3531dee75a1cb021bac73059b2c3d006ad2e52344
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,mean_ensemble,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,ded8a68e29c38e5c4e4fe8801624d6afc4915e710526c0fe78ecf6ab836f47a3
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,mean_ensemble,technical_failure_rate,0.0,0.0,0.0,c01c929bc2c044368cbe69e256575e643534108fd9b5f9b10eec2bca7c173cb5
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,static_weighted_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,b757ef6fbb9939b0ecfae54ff8f11e6efc4f0e9b6f3e8cc5b2ec3c83a8f24b8f
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,static_weighted_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,a11ca95d8c49f87bd57eaf282a031ac424cea0dcdcc155ab5abf0cc2c7d9d7be
